id,createdat,createdby,modifiedat,modifiedby,periodo1,periodo2,periodo3,periodo4,periodo5,periodo6,periodo7,periodo8,periodo9,periodo10,periodo11,periodo12,tpagoperiodo1_codigo,tpagoperiodo2_codigo,tpagoperiodo3_codigo,tpagoperiodo4_codigo,tpagoperiodo5_codigo,tpagoperiodo6_codigo,tpagoperiodo7_codigo,tpagoperiodo8_codigo,tpagoperiodo9_codigo,tpagoperiodo10_codigo,tpagoperiodo11_codigo,tpagoperiodo12_codigo,inversion_codigo,ejercicio,saldoejerciciosant,valorpendiente,bloqueoadmin,bloqueouser
cf9d04da-114d-44bc-819c-feddfa72eb0c,2025-09-11 20:00:12.742,CBERRIOS,2025-09-11 20:00:12.742,CBERRIOS,955500.0000,0.0000,955500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ANTICIPO,"",PAGO,"","","","","","","","","",NI_2025_0004,2025,0.0000,0.0000,f,f
307d16fb-dceb-47ca-98b8-320f8032d2b1,2025-09-16 15:43:12.275,CBERRIOS,2025-09-16 15:43:12.275,CBERRIOS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23997.0000,0.0000,0.0000,0.0000,"","","","","","","","",PAGO,"","","",NI_2025_0005,2025,0.0000,0.0000,f,f
6ceca877-1da3-4867-b3d4-03156737b677,2025-09-16 22:13:20.645,CBERRIOS,2025-09-16 22:13:20.645,CBERRIOS,0.0000,0.0000,110244.5000,0.0000,110244.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"","",ANTICIPO,"",PAGO,"","","","","","","",NI_2025_0006,2025,0.0000,0.0000,f,f
06aad809-b802-41af-a1e9-a7bee8de6183,2025-09-16 22:14:47.208,CBERRIOS,2025-09-16 22:14:47.208,CBERRIOS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73295.0000,0.0000,0.0000,0.0000,0.0000,"","","","","","","",PAGO,"","","","",NI_2025_0007,2025,0.0000,0.0000,f,f
fd5e1256-f2b6-40e8-9e55-63bb16f32cbe,2025-09-16 22:15:25.454,CBERRIOS,2025-09-16 22:15:25.454,CBERRIOS,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,36708.0000,0.0000,0.0000,0.0000,0.0000,"","","","","","","",PAGO,"","","","",NI_2025_0008,2025,0.0000,0.0000,f,f
06a1b28e-b399-4393-9a44-0edf6f377d6c,2025-09-17 17:14:25.083,CBERRIOS,2025-09-17 17:14:25.083,CBERRIOS,0.0000,420000.0000,0.0000,0.0000,420000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"",ANTICIPO,"","",PAGO,"","","","","","","",NI_2025_0009,2025,0.0000,0.0000,f,f
34e13acf-3350-430d-b62a-bef990b074c8,2025-09-17 17:16:41.943,CBERRIOS,2025-09-17 17:16:41.943,CBERRIOS,1018200.0000,0.0000,0.0000,1018200.0000,0.0000,1357600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ANTICIPO,"","",ANTICIPO,"",PAGO,"","","","","","",NI_2025_0010,2025,0.0000,0.0000,f,f
14737d62-3798-486b-9831-dbdbf34edfd9,2025-09-11 17:12:06.444,CBERRIOS,2025-09-11 17:59:00.376,DGOMEZADM,0.0000,0.0000,3650.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"","",PAGO,"","","","","","","","","",NI_2025_0001,2025,0.0000,0.0000,f,f
62cb1970-e2f3-4995-9125-4f65772f1a49,2025-09-11 19:58:44.311,CBERRIOS,2025-09-11 19:58:44.311,CBERRIOS,0.0000,0.0000,0.0000,1468097.1600,978731.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"","","",ANTICIPO,PAGO,"","","","","","","",NI_2025_0003,2025,0.0000,0.0000,f,f
