createdat,createdby,modifiedat,modifiedby,codigo,descripcion,ejerciciova,sociedadpa
2025-08-27 22:22:11.174,DBULNES,2025-08-27 22:22:11.174,DBULNES,1000,Sociedad CO El Cortijo,K4,1000
