createdat,createdby,modifiedat,modifiedby,centrologistico_codigo,unidadproductiva_codigo,materialformula_codigo,material_codigo,ejercicio,porcentaje01,porcentaje02,porcentaje03,porcentaje04,porcentaje05,porcentaje06,porcentaje07,porcentaje08,porcentaje09,porcentaje10,porcentaje11,porcentaje12,escenario,bloqueouser,bloqueoadmin,historico
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000013,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000018,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000023,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000034,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000036,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000052,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000057,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000063,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000071,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000074,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000009,10000180,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,t
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000000,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000001,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000004,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000006,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000007,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000008,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000009,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000010,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000011,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000012,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000013,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000014,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000018,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000023,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000032,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000034,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000038,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000042,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000053,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000180,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000200,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000262,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000290,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000292,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,10000294,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000010,30000001,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000000,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000001,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000004,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000006,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000008,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000009,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000010,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000011,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000012,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000013,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000018,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000023,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000034,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000038,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000053,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000180,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000200,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000290,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000292,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,10000294,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000011,30000001,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000000,2025,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000001,2025,49.8400,49.8400,49.8400,49.8400,49.8400,49.8400,49.8400,49.8400,49.8400,49.8400,49.8400,49.8400,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000004,2025,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000006,2025,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000008,2025,0.2700,0.2700,0.2700,0.2700,0.2700,0.2700,0.2700,0.2700,0.2700,0.2700,0.2700,0.2700,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000009,2025,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000010,2025,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000011,2025,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000012,2025,0.1300,0.1300,0.1300,0.1300,0.1300,0.1300,0.1300,0.1300,0.1300,0.1300,0.1300,0.1300,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000013,2025,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000014,2025,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000018,2025,0.3700,0.3700,0.3700,0.3700,0.3700,0.3700,0.3700,0.3700,0.3700,0.3700,0.3700,0.3700,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000023,2025,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000034,2025,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000038,2025,4.2000,4.2000,4.2000,4.2000,4.2000,4.2000,4.2000,4.2000,4.2000,4.2000,4.2000,4.2000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000041,2025,0.0400,0.0400,0.0400,0.0400,0.0400,0.0400,0.0400,0.0400,0.0400,0.0400,0.0400,0.0400,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000042,2025,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000053,2025,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000057,2025,0.4300,0.4300,0.4300,0.4300,0.4300,0.4300,0.4300,0.4300,0.4300,0.4300,0.4300,0.4300,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000059,2025,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000060,2025,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000071,2025,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000180,2025,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000200,2025,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,0.0800,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000210,2025,0.3200,0.3200,0.3200,0.3200,0.3200,0.3200,0.3200,0.3200,0.3200,0.3200,0.3200,0.3200,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000261,2025,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000290,2025,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000291,2025,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000292,2025,0.4000,0.4000,0.4000,0.4000,0.4000,0.4000,0.4000,0.4000,0.4000,0.4000,0.4000,0.4000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000293,2025,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,0.1200,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000297,2025,0.0900,0.0900,0.0900,0.0900,0.0900,0.0900,0.0900,0.0900,0.0900,0.0900,0.0900,0.0900,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,10000298,2025,0.2100,0.2100,0.2100,0.2100,0.2100,0.2100,0.2100,0.2100,0.2100,0.2100,0.2100,0.2100,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000021,30000000,2025,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,2.4500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000000,2025,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000001,2025,53.5100,53.5100,53.5100,53.5100,53.5100,53.5100,53.5100,53.5100,53.5100,53.5100,53.5100,53.5100,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000004,2025,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000006,2025,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000007,2025,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000008,2025,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000009,2025,2.6200,2.6200,2.6200,2.6200,2.6200,2.6200,2.6200,2.6200,2.6200,2.6200,2.6200,2.6200,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000010,2025,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000012,2025,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000013,2025,0.1700,0.1700,0.1700,0.1700,0.1700,0.1700,0.1700,0.1700,0.1700,0.1700,0.1700,0.1700,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000014,2025,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,1,f,f,f
2025-07-23 14:55:48.967,NMATAMOROS,2025-09-02 19:21:58.245,NMATAMOROS,1000,ABA,12000022,10000018,2025,0.2200,0.2200,0.2200,0.2200,0.2200,0.2200,0.2200,0.2200,0.2200,0.2200,0.2200,0.2200,1,f,f,f
