createdat,createdby,modifiedat,modifiedby,agrupador_codigo,centrocosto_codigo
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123103001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123104001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123202001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123205001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123301001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123305001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123307001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123308001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123309001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123310001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123311001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123312001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123313001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123900002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1123900003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1129900091
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1129900099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131200001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131200002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131300001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131300002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131400003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131500001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131600001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131700001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131700002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1131900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1132000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1132000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1132000099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1133000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1133000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1133000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1133000005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1140000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1140000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1140000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1140000005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,3_SI_GR25,1140000006
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_CT24,1112100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_CT24,1113000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_CT24,1132000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_CT25,1112100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_CT25,1113000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_CT25,1132000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111100003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111100004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111200001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111200002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111200003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111200004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111200005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111200007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111300001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111300003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1111400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1112100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1112330003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1113000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1113000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1113000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1123900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1129900099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1131600001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1131700002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1131900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1140000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC24,1140000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111100003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111100004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111100005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111200001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111200002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111200003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111200004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111200005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111200007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111300001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111300003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1111400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112310001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112330001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112330002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112330003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112350001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1112400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1113000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1113000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1113000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1113000005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1113000006
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1113000008
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1123900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1129900099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1131600001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1131700001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1131700002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1131900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1132000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1132000099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1140000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1140000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_EC25,1140000005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1111100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1111100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1111100003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1111200004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1111200005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1111200007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1111400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1113000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1113000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1113000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1113000005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1121299001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1129900099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1132000099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED24,1140000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1111100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1111100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1111100003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1111200004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1111200005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1111200007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1111400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1113000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1113000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1113000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1113000005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1121299001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1129900099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1132000099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ED25,1140000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN24,1112330003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN24,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN24,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN24,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN25,1112330003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN25,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN25,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN25,1131100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_IN25,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131200002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131300001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131300002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131600001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131700002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1131900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1132000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1132000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1132000099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA24,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131200002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131300001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131300002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131600001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131700002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1131900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1132000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1132000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1132000099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_MA25,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111100003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111100004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111200001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111200002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111200007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111300001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1111300002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1112100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1112310001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1112330001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1112330002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1112330003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1112400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1113000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1113000002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1113000007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1123900001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1131100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1131700002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1131800001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1132000099
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1133000001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1140000003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1140000004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME24,1140000005
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111100002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111100003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111100004
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111200001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111200002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111200003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111200007
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111300001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111300002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111300003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1111400001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112100001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112310001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112330001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112330002
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112330003
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112340001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112350001
2025-07-22 16:48:22.917,DBULNES,2025-07-22 16:48:22.917,DBULNES,4_SCI_ME25,1112400001
