createdat,createdby,modifiedat,modifiedby,sociedadfi_codigo,sociedadco_codigo,varejercicio,periodoscontables1,texto1,periodoscontables2,texto2,periodoscontables3,texto3,periodoscontables4,texto4,periodoscontables5,texto5,periodoscontables6,texto6,periodoscontables7,texto7,periodoscontables8,texto8,periodoscontables9,texto9,periodoscontables10,texto10,periodoscontables11,texto11,periodoscontables12,texto12,mensaje
2025-08-27 22:33:23.463,DBULNES,2025-08-27 22:33:23.463,DBULNES,1000,1000,K4,001,Enero,002,Febrero,003,Marzo,004,Abril,005,Mayo,006,Junio,007,Julio,008,Agosto,009,Septiembre,010,Octubre,011,Noviembre,012,Diciembre,""
