createdat,createdby,modifiedat,modifiedby,codigo,descripcion,ejerciciova,moneda_code,entidadcp,plancuenta,vananteejercicio,socieadadco_codigo
2025-08-27 22:22:11.85,DBULNES,2025-08-27 22:22:11.85,DBULNES,1000,Avicola El Cortijo SA,K4,HNL,"",PUCA,K4,1000
