createdat,createdby,modifiedat,modifiedby,centrologistico_codigo,material_codigo,ejercicio,escenario,cantidad01,cantidad02,cantidad03,cantidad04,cantidad05,cantidad06,cantidad07,cantidad08,cantidad09,cantidad10,cantidad11,cantidad12,bloqueouser,bloqueoadmin,historico,total
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000111,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000112,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000113,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000114,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000120,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000150,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000171,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000180,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000200,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000220,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000230,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,13000240,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,19000000,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,19000003,2024,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,t,0.0000
2025-09-01 22:25:23.752,NMATAMOROS,2025-09-01 22:25:23.752,NMATAMOROS,4000,19000003,2025,1,19459.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f,f,19459.4800
