id,createdat,createdby,modifiedat,modifiedby,sociedadfi_codigo,centrocosto_codigo,plancuenta_codigo,gasto_id,concepto_id,empleado_codigo,indicadorcuenta,cantidad,ejercicio,escenario,bloqueouser,bloqueoadmin
64390f6f-136a-42a8-9dc6-36a14bee6168,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,29a49168-acbf-45a4-b1c3-de011c266af4,fd572636-f959-4350-84e7-22f304531a46,11460,GTOTECNOL,1,2025,1,t,t
94eec9fc-00c3-4d60-813d-b55899b1d91d,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,a149e4f4-eb7e-4d35-bc58-a60f9bae3192,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,11460,GTOTECNOL,1,2025,1,t,t
8e85263b-a0a3-4637-8c03-a69a45f1fed1,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,c0a795df-7536-4bed-b80a-40663f2d1963,7f74e5ba-9cad-4376-ab95-09b01be91da4,11460,GTOTECNOL,1,2025,1,t,t
67907943-c483-4154-b1df-b30ffac41c70,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,2e5dc282-5562-41d3-9a21-fbd72c8d65f8,03b1268d-cd02-415f-978d-92729ffa0ef9,11460,GTOTECNOL,1,2025,1,t,t
4177a166-def1-4bde-97f3-922d317e6bab,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,1229f9ab-b9ae-4ab0-863a-aacced972999,3e8728b1-ff5a-40b1-9949-6a07d5ca2cd2,12203,GTOTECNOL,1,2025,1,t,t
1eefc932-d934-4f88-ba64-d30ae708bfc4,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,a61de872-1c58-4538-9bf7-695e3a2ecc2d,6a59c91e-ab07-4560-a80a-8d7f7643373e,12203,GTOTECNOL,1,2025,1,t,t
7dfc81bf-8160-4751-941e-7befcfbdc511,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,dbd548e2-1f64-4a6e-be91-e855bc18bd8d,fd572636-f959-4350-84e7-22f304531a46,12203,GTOTECNOL,1,2025,1,t,t
0760f06d-1774-49b5-afe8-a2a82751bad7,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,4b9fac5b-0f99-4d4b-85f0-861e80f2b354,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,12203,GTOTECNOL,1,2025,1,t,t
0b2ce7f3-0a30-4b71-bc11-42e45bae0e5f,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,ab8a47c8-2b02-4d10-a7d0-c21a1ebf6588,7f74e5ba-9cad-4376-ab95-09b01be91da4,12203,GTOTECNOL,1,2025,1,t,t
2b980b52-0805-4a46-a29c-f06e4450aeef,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,0f343f93-2424-4c6c-9552-7af934d0f942,03b1268d-cd02-415f-978d-92729ffa0ef9,12203,GTOTECNOL,1,2025,1,t,t
6ebc0379-8b68-4d5a-afc6-105ed4f9018a,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,7cd08eff-95ef-460d-ac8b-fcff83eb34cb,3e8728b1-ff5a-40b1-9949-6a07d5ca2cd2,12204,GTOTECNOL,1,2025,1,t,t
7b3eee0b-b499-4c46-ab9a-ca706f32400f,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,4fc848b5-4fd1-404d-b193-8aacf22a886d,6a59c91e-ab07-4560-a80a-8d7f7643373e,12204,GTOTECNOL,1,2025,1,t,t
202435ee-ccab-48e8-82fe-de02db49ef4e,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,b1c02bce-d781-475c-8ec3-ed8d0f80d814,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,12204,GTOTECNOL,1,2025,1,t,t
25f14307-fe73-4aa2-add2-d9f093c0619d,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,6bb8c695-6a7f-474b-91ce-f72720527248,7f74e5ba-9cad-4376-ab95-09b01be91da4,12204,GTOTECNOL,1,2025,1,t,t
02718783-7610-4881-bb5c-70b9f383c712,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,c22e31c4-ea89-4a0d-b70a-f2b3f37cd704,2d1e6842-9bc7-44f9-953a-df8de3dd8259,12204,GTOTECNOL,1,2025,1,t,t
0ac8451f-f4d0-461d-9ae6-6c805065ebb8,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,824cb4b5-1540-4c6e-977b-223675deb94e,03b1268d-cd02-415f-978d-92729ffa0ef9,12247,GTOTECNOL,1,2025,1,t,t
4b371fa4-5a3b-4976-a143-0f9693072514,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,6e3bd06d-6ca2-4b1b-8e17-b0f7d007e837,3e8728b1-ff5a-40b1-9949-6a07d5ca2cd2,12245,GTOTECNOL,1,2025,1,t,t
d5e1a142-fff6-4e6b-ad63-e5ee30a1fa27,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,47b311d1-1c03-4f92-997c-41efb41ded96,6a59c91e-ab07-4560-a80a-8d7f7643373e,12245,GTOTECNOL,1,2025,1,t,t
dd0f288f-1ec1-4d02-932b-afdbaf56638b,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,fe09c4d7-4460-4721-b831-a040239e597e,fd572636-f959-4350-84e7-22f304531a46,12245,GTOTECNOL,1,2025,1,t,t
663bac96-2bf8-4309-8358-ab91fd7397e7,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,b0908031-a726-4658-a750-4f5c9ec24b6c,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,12245,GTOTECNOL,1,2025,1,t,t
92368788-f5b9-40c4-b994-c42255a619df,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,0e433346-96d3-4ac3-a966-e9029867856e,7f74e5ba-9cad-4376-ab95-09b01be91da4,12245,GTOTECNOL,1,2025,1,t,t
d984a725-90f1-442e-818e-6bba8f8b3259,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,1c3e3807-0f02-47b9-a407-e8d492525cde,50700843-6bbd-4f1d-8235-28a49e5f80e9,12736,GTOTECNOL,1,2025,1,t,t
b37d59fe-cfd5-4b19-8363-7673cbbe4da3,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,3bcdc576-92ee-4944-aad9-51f6b5f9c6e2,204ab3a3-0c33-4e9e-872d-e600a16ee008,11460,GTOTECNOL,3,2025,1,t,t
b52901a7-e74b-4f7c-9814-c7a155044cb3,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,96bca23c-7b5b-4156-a9f3-0ad3b92d90d0,2d1e6842-9bc7-44f9-953a-df8de3dd8259,11653,GTOTECNOL,1,2025,1,t,t
61fd3ff9-9f15-46f3-b633-62a5a871874e,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7113525004,495a4651-c41a-4d6b-bb41-3ef8a31f4403,df8804c8-b389-4e52-8b1d-930ae5c22f39,11653,GTOTECNOL,1,2025,1,t,t
ad95f79d-ab84-4db6-93e9-6b28a28acfb5,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,e5076b95-2c12-4b74-8b99-d36ab3e1bb37,527a2ec4-94be-4200-af72-ca727301595f,11704,GTOTECNOL,1,2025,1,t,t
f5827992-d202-4adf-b43d-a188fe96e824,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,d2858cb2-b72d-4e29-abe5-6676b328981b,7464236b-c98d-491a-9b8e-138e620f0485,11704,GTOTECNOL,1,2025,1,t,t
31b9357e-dc78-4fcf-89c8-fe105f40f0d4,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,fc2f2b0f-b183-494e-952f-5ce7fbcacd5e,8d9a597f-53ec-4a5a-aad1-f3ddbd895638,11704,GTOTECNOL,1,2025,1,t,t
3bb5591f-a5b8-448c-9aba-1474be38ba66,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7113525004,f6e3e7e5-5d57-4418-b99f-0220f63d1563,d1da9f6a-0808-44a2-b768-57386e617b54,11704,GTOTECNOL,1,2025,1,t,t
a5295fe9-6cd6-4dc5-bf5c-49e48b5d62bb,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,39a1e538-175e-4f5d-8d7f-0f18e18a51d9,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,12592,GTOTECNOL,1,2025,1,t,t
7db30ddc-2583-4e98-a0a6-b002069a98c5,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,dea15347-0182-46a9-9875-cd13da5cc41b,7f74e5ba-9cad-4376-ab95-09b01be91da4,12592,GTOTECNOL,1,2025,1,t,t
5bfbf163-29f9-4dea-bf28-ff89664e670d,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,4200224d-e7e4-4e9a-af35-7b246a019a36,2d1e6842-9bc7-44f9-953a-df8de3dd8259,12592,GTOTECNOL,1,2025,1,t,t
c2534526-528b-4b80-a480-81031b79689f,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,1017fb9f-b638-43d8-b8e3-8a26a3e1e862,4dc54c4d-4337-4c90-b0ee-8fb1c355d2d6,11653,GTOTECNOL,1,2025,1,t,t
84631877-59a2-4d47-ac4d-a02508cd5826,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,0a211e73-a130-4aba-9fe1-d78877c7d8bb,fd572636-f959-4350-84e7-22f304531a46,11653,GTOTECNOL,1,2025,1,t,t
905c0354-5cf5-403d-b71d-788aac446077,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,a773a675-9cda-43e7-a8d9-9841662c570d,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,11653,GTOTECNOL,1,2025,1,t,t
fe0fc263-a85f-4ab3-9b03-c05d6adec29f,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,a2e649d7-5909-4046-ba49-7225b19ae08e,7f74e5ba-9cad-4376-ab95-09b01be91da4,11653,GTOTECNOL,1,2025,1,t,t
571dabe7-ec44-4a0c-a94a-d0a97b7393a1,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,7713be10-3f58-4acd-8187-ee4cc892ae22,ddfcbe16-9024-4ad7-876f-1ad3520060c6,12204,GTOTECNOL,1,2025,1,t,t
1ede8691-df2d-4730-acac-072bfb3189fb,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,0594c00d-ba03-4d8d-a673-a78468465e38,3e8728b1-ff5a-40b1-9949-6a07d5ca2cd2,12247,GTOTECNOL,1,2025,1,t,t
d9df5514-4e76-4d03-817e-30b140b51ef2,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,bdf67547-85d1-40f4-b616-728ec9295572,6a59c91e-ab07-4560-a80a-8d7f7643373e,12247,GTOTECNOL,1,2025,1,t,t
09ed0eb6-b97b-4058-b7f9-465085f79dc5,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,2df88b63-3b9a-4c00-bffc-1cee1d220189,fd572636-f959-4350-84e7-22f304531a46,12247,GTOTECNOL,1,2025,1,t,t
0eeef4d4-5bdb-4f01-b5d2-cab0d75cc0a8,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,7ae4ca8a-ff24-4e78-bd11-c31e0b8bf559,6a59c91e-ab07-4560-a80a-8d7f7643373e,11704,GTOTECNOL,1,2025,1,t,t
a90926fd-e73d-483c-a51e-f2ce376e1cc0,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,2ab2b47f-8c4b-407b-90ad-af90d114190f,fd572636-f959-4350-84e7-22f304531a46,11704,GTOTECNOL,1,2025,1,t,t
67fa0ffd-2edc-4765-9c8e-8a7cc71793b9,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,b857b5a9-d49b-4d98-9efa-fbb3ae8cba0e,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,11704,GTOTECNOL,1,2025,1,t,t
0e2afff0-b2ec-4b4c-8974-edc20994da75,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,62b4791a-8015-489c-ba74-8fada56fb550,7f74e5ba-9cad-4376-ab95-09b01be91da4,11704,GTOTECNOL,1,2025,1,t,t
a9b287fb-05e2-4788-9f45-cc66b3cd0d43,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,301fc176-dc2f-4d8f-8ff8-1cb8e8aa1792,2d1e6842-9bc7-44f9-953a-df8de3dd8259,11704,GTOTECNOL,1,2025,1,t,t
5070b2ff-f8ee-4119-8061-8684adb3695c,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7113525004,e636ddd1-e325-4a0f-ab11-2370d7c1b918,3e8728b1-ff5a-40b1-9949-6a07d5ca2cd2,11035,GTOTECNOL,1,2025,1,t,t
ee126b8f-c98b-4b9c-b715-ccab2feded9b,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,b941f577-c41d-4469-80d6-4e839c23a3a2,4dc54c4d-4337-4c90-b0ee-8fb1c355d2d6,11035,GTOTECNOL,1,2025,1,t,t
5a23f882-3fe8-49b9-9aa3-c3a2413e8b1c,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,6d61119d-fcfa-4d2f-8010-0e95c14d7168,fd572636-f959-4350-84e7-22f304531a46,11035,GTOTECNOL,1,2025,1,t,t
60c32fef-bee7-4134-a331-fec20a940de8,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,b463a41c-b68b-4625-bcdc-8586f5c42eb5,2d3bf64f-8fb7-4631-bdb7-0c96310f2336,11035,GTOTECNOL,1,2025,1,t,t
58c7fb77-ff44-447c-9efe-a8c09e0d554a,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,c7a5934f-fd20-4afe-8bc4-8ce70fc445f0,7f74e5ba-9cad-4376-ab95-09b01be91da4,11035,GTOTECNOL,1,2025,1,t,t
6277fa6d-5166-4d0a-b5ae-9c015f7565c7,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,dc33067f-6fd3-43bd-a5b1-5deeb741ae7a,2d1e6842-9bc7-44f9-953a-df8de3dd8259,11035,GTOTECNOL,1,2025,1,t,t
d7c34f4d-aee7-4d32-8138-fa45f349dbbf,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,2b941b22-acf8-467b-b143-f3b6017e42a1,7464236b-c98d-491a-9b8e-138e620f0485,11037,GTOTECNOL,1,2025,1,t,t
589d7e68-0cd9-4c1c-aa5d-d866bfb10529,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7113525004,70dde063-295a-4821-8e62-7a64b193d5e2,936e746b-5fa3-4c33-b11e-710624b38b6d,11037,GTOTECNOL,1,2025,1,t,t
4d0a3cbf-642a-4aec-aadc-0a0c0a584dfb,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,23751c13-0310-4f8d-8b42-113d3e724eff,4dc54c4d-4337-4c90-b0ee-8fb1c355d2d6,11037,GTOTECNOL,1,2025,1,t,t
a55c1b04-2c0c-450f-87e2-e506db3da9e0,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,d0aa5263-e05c-4923-b42f-d0d47b6dc81e,7f74e5ba-9cad-4376-ab95-09b01be91da4,11037,GTOTECNOL,1,2025,1,t,t
a77cbbec-190b-4000-9037-aeae484b9e1a,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111200002,7114005008,dfc5b451-724d-413a-9da8-4f2f021a0252,fd572636-f959-4350-84e7-22f304531a46,12592,GTOTECNOL,1,2025,1,t,t
a1e746e5-d624-4bf6-81ed-4a0e23faef17,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,22b23106-b6bd-4729-bd12-57278da7b58b,fd572636-f959-4350-84e7-22f304531a46,12204,GTOTECNOL,1,2025,1,t,t
68087661-dabc-4d1a-b350-0c1c8ffcd03c,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,0b7aace5-f719-44ce-8f3f-7825e124de1a,03b1268d-cd02-415f-978d-92729ffa0ef9,12245,GTOTECNOL,1,2025,1,t,t
88da2be3-d5be-4304-840d-516959987630,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7113525004,0306413d-f130-4549-bbff-ce62ec6c6be6,3e8728b1-ff5a-40b1-9949-6a07d5ca2cd2,12683,GTOTECNOL,1,2025,1,t,t
e9c6abfa-5d50-44b8-9c25-46a8d28908fb,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,ea9b6966-bd53-4253-90f3-00f327d03e61,6a59c91e-ab07-4560-a80a-8d7f7643373e,12683,GTOTECNOL,1,2025,1,t,t
af257aad-79c7-4cbe-8faf-4d647022572b,2025-07-23 20:27:14.104,NMATAMOROS,2025-07-25 16:32:53.738,NMATAMOROS,1000,1111100002,7114005008,6e18034b-81b9-4e4d-9f61-71623c6a9f6f,fd572636-f959-4350-84e7-22f304531a46,12683,GTOTECNOL,1,2025,1,t,t
