createdat,createdby,modifiedat,modifiedby,listamateriales,fechainiciovalidez,mensaje,fechafinvalidez,producto_codigo,centrologistico_codigo,numerolista,cantidadbase,nodo,contador,componente_codigo,numeroposicion,cantidad,unidadmedidacomp,relevantefabricacion,relevantecalcosto,utilizacion,alternativalista,historico
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20181031,"",00000000,19000009,4000,00000094,10000.000,00000010,00000020,13000009,0100,-238.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20181031,"",00000000,19000009,4000,00000094,10000.000,00000011,00000022,13000007,0110,-189.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20181031,"",00000000,19000011,4000,00000095,10000.000,00000010,00000020,13000009,0100,-238.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20181031,"",00000000,19000011,4000,00000095,10000.000,00000011,00000022,13000007,0110,-189.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180501,"",00000000,21000006,4000,00000101,10000.000,00000002,00000004,13000012,0020,2969.380,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180501,"",00000000,21000006,4000,00000101,10000.000,00000003,00000006,13000010,0030,1425.100,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180501,"",00000000,21000006,4000,00000101,10000.000,00000004,00000008,13000000,0040,1295.220,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000020,4000,00000122,10000.000,00000001,00000002,13000039,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000021,4000,00000123,10000.000,00000001,00000002,13000012,0010,10989.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000021,4000,00000123,10000.000,00000002,00000004,13000018,0020,-769.000,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000010,4000,00000126,10000.000,00000001,00000002,13000040,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000011,4000,00000127,10000.000,00000001,00000002,13000003,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000012,4000,00000129,10000.000,00000001,00000002,13000041,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000013,4000,00000130,10000.000,00000001,00000002,13000004,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000022,4000,00000132,10000.000,00000001,00000002,13000042,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000023,4000,00000133,10000.000,00000001,00000002,13000003,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000045,4000,00000134,10000.000,00000001,00000002,13000010,0010,12713.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000009,4000,00000135,10000.000,00000001,00000002,13000000,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000039,4000,00000137,10000.000,00000001,00000002,13000043,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000040,4000,00000138,10000.000,00000001,00000002,13000003,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000018,4000,00000119,10000.000,00000001,00000002,13000038,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000019,4000,00000120,10000.000,00000001,00000002,13000012,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000005,4000,00000099,10000.000,00000004,00000008,13000000,0040,1295.220,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000006,4000,00000101,10000.000,00000001,00000002,13000016,0010,4310.310,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000050,4000,00000102,10000.000,00000001,00000002,13000016,0010,8219.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000050,4000,00000102,10000.000,00000002,00000004,13000000,0020,1781.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000051,4000,00000103,10000.000,00000001,00000002,13000016,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000053,4000,00000104,10000.000,00000001,00000002,13000012,0010,6947.660,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000053,4000,00000104,10000.000,00000002,00000004,13000010,0020,3052.340,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000052,4000,00000106,10000.000,00000001,00000002,13000033,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000036,4000,00000107,10000.000,00000001,00000002,13000000,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000035,4000,00000109,10000.000,00000001,00000002,13000034,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000008,4000,00000111,10000.000,00000001,00000002,13000035,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000017,4000,00000112,10000.000,00000001,00000002,13000010,0010,12713.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000016,4000,00000114,10000.000,00000001,00000002,13000036,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000014,4000,00000116,10000.000,00000001,00000002,13000037,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000015,4000,00000117,10000.000,00000001,00000002,13000010,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000023,4000,00000133,10000.000,00000005,00000010,11000198,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000023,4000,00000133,10000.000,00000006,00000012,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000009,4000,00000135,10000.000,00000005,00000010,11000140,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000009,4000,00000135,10000.000,00000006,00000012,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180930,"",00000000,21000019,4000,00000120,10000.000,00000007,00000014,11000140,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000017,4000,00000112,10000.000,00000005,00000010,11000140,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000017,4000,00000112,10000.000,00000006,00000012,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000015,4000,00000117,10000.000,00000005,00000010,11000140,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000015,4000,00000117,10000.000,00000006,00000012,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180930,"",00000000,21000019,4000,00000120,10000.000,00000008,00000016,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000021,4000,00000123,10000.000,00000006,00000012,11000198,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000021,4000,00000123,10000.000,00000007,00000014,11000161,0040,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000011,4000,00000127,10000.000,00000005,00000010,11000198,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000011,4000,00000127,10000.000,00000006,00000012,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000013,4000,00000130,10000.000,00000005,00000010,11000198,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000013,4000,00000130,10000.000,00000006,00000012,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000055,4000,00000150,10000.000,00000002,00000004,13000010,0020,2238.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000055,4000,00000150,10000.000,00000003,00000006,13000012,0030,5094.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000055,4000,00000150,10000.000,00000004,00000008,13000002,0040,-3012.900,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000055,4000,00000150,10000.000,00000005,00000010,13000018,0050,-2899.000,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000030,4000,00000152,10000.000,00000001,00000002,13000048,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000031,4000,00000153,10000.000,00000001,00000002,13000016,0010,7959.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000031,4000,00000153,10000.000,00000002,00000004,13000010,0020,2238.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000031,4000,00000153,10000.000,00000003,00000006,13000012,0030,5094.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000031,4000,00000153,10000.000,00000004,00000008,13000002,0040,-4305.000,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000031,4000,00000153,10000.000,00000005,00000010,13000018,0050,-2899.000,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000024,4000,00000155,10000.000,00000001,00000002,13000049,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000025,4000,00000156,10000.000,00000001,00000002,13000016,0010,8219.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000025,4000,00000156,10000.000,00000002,00000004,13000000,0020,1781.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000026,4000,00000158,10000.000,00000001,00000002,13000050,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000027,4000,00000159,10000.000,00000001,00000002,13000016,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000057,4000,00000160,10000.000,00000001,00000002,13000016,0010,4205.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000057,4000,00000160,10000.000,00000002,00000004,13000010,0020,1183.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000057,4000,00000160,10000.000,00000003,00000006,13000012,0030,2692.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000057,4000,00000160,10000.000,00000004,00000008,13000018,0040,-1273.000,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000057,4000,00000160,10000.000,00000005,00000010,13000000,0050,1011.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000056,4000,00000161,10000.000,00000001,00000002,13000000,0010,10500.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000037,4000,00000163,10000.000,00000001,00000002,13000052,0010,11706.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000038,4000,00000164,10000.000,00000001,00000002,13000000,0010,11706.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000028,4000,00000166,10000.000,00000001,00000002,13000053,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000041,4000,00000140,10000.000,00000001,00000002,13000044,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000042,4000,00000141,10000.000,00000001,00000002,13000004,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000049,4000,00000142,10000.000,00000001,00000002,13000003,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000047,4000,00000143,10000.000,00000001,00000002,13000012,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000048,4000,00000144,10000.000,00000001,00000002,13000012,0010,10989.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000048,4000,00000144,10000.000,00000002,00000004,13000018,0020,-769.000,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000043,4000,00000146,10000.000,00000001,00000002,13000046,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000044,4000,00000147,10000.000,00000001,00000002,13000010,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000054,4000,00000149,10000.000,00000001,00000002,13000047,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000055,4000,00000150,10000.000,00000001,00000002,13000016,0010,7959.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000029,4000,00000167,10000.000,00000001,00000002,13000012,0010,6947.660,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000029,4000,00000167,10000.000,00000002,00000004,13000010,0020,3052.340,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000046,4000,00000168,10000.000,00000001,00000002,13000000,0010,17687.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000046,4000,00000168,10000.000,00000002,00000004,13000027,0020,-7687.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000032,4000,00000169,10000.000,00000001,00000002,13000010,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000031,4000,00000153,10000.000,00000009,00000018,11000198,0060,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000031,4000,00000153,10000.000,00000010,00000020,11000161,0070,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000025,4000,00000156,10000.000,00000006,00000012,11000140,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000025,4000,00000156,10000.000,00000007,00000014,11000161,0040,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000027,4000,00000159,10000.000,00000005,00000010,11000140,0020,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000027,4000,00000159,10000.000,00000006,00000012,11000161,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000029,4000,00000167,10000.000,00000006,00000012,11000140,0030,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000029,4000,00000167,10000.000,00000007,00000014,11000161,0040,5000.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000032,4000,00000169,10000.000,00000006,00000012,11000161,0030,6666.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180929,"",00000000,21000032,4000,00000169,10000.000,00000005,00000010,11000167,0020,3333.000,UN,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20230214,"",00000000,21000055,4000,00000150,10000.000,00000006,00000012,13000220,0060,-1292.900,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180501,"",00000000,21000059,4000,00000328,10000.000,00000001,00000002,13000090,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000001,00000002,10000013,0010,14.500,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000002,00000004,10000001,0020,2654.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000003,00000006,10000000,0030,1750.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000004,00000008,10000008,0040,9.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000005,00000010,10000071,0050,6.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000006,00000012,10000042,0060,4.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000007,00000014,10000006,0070,26.500,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000008,00000016,10000292,0080,7.500,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000009,00000018,10000023,0090,1.500,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000010,00000020,10000005,0100,28.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000011,00000022,10000012,0110,14.500,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000012,00000024,10000021,0120,3.500,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000014,00000028,10000014,0140,0.300,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20180101,"",00000000,12000021,1000,00000335,5000.000,00000015,00000030,10000004,0150,50.500,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000001,4000,00000174,10000.000,00000001,00000002,13000016,0010,4310.310,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000001,4000,00000174,10000.000,00000002,00000004,13000010,0020,1425.100,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000001,4000,00000174,10000.000,00000003,00000006,13000012,0030,2969.380,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000001,4000,00000174,10000.000,00000004,00000008,13000000,0040,1295.220,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,19000013,4000,00000185,10000.000,00000001,00000002,13000022,0010,11628.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,19000013,4000,00000185,10000.000,00000002,00000004,13000018,0020,-1628.000,LB,t,"",1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,19000010,4000,00000187,10000.000,00000001,00000002,13000057,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000058,4000,00000211,10000.000,00000001,00000002,13000065,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000002,4000,00000213,10000.000,00000001,00000002,13000066,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,19000000,4000,00000221,10000.000,00000001,00000002,13000031,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000000,4000,00000222,10000.000,00000001,00000002,13000031,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,19000001,4000,00000223,10000.000,00000001,00000002,13000032,0010,10000.000,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000007,4000,00000224,10000.000,00000001,00000002,13000016,0010,4310.310,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000007,4000,00000224,10000.000,00000002,00000004,13000012,0020,2969.380,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000007,4000,00000224,10000.000,00000003,00000006,13000010,0030,1425.100,LB,t,X,1,1,t
2025-08-27 22:33:19.944,DBULNES,2025-08-27 22:33:19.944,DBULNES,M,20150101,"",00000000,21000007,4000,00000224,10000.000,00000004,00000008,13000000,0040,1295.220,LB,t,X,1,1,t
