id,createdat,createdby,modifiedat,modifiedby,sociedadfi_codigo,ejercicio,escenario,centrocostoemisor_codigo,centrocostoreceptor_codigo,plancuenta_codigo,tipodistribucion_codigo,factor1,factor2,factor3,factor4,factor5,factor6,factor7,factor8,factor9,factor10,factor11,factor12,bloqueouser,bloqueoadmin
022dae89-ceb6-4226-b5a7-2af0ccbdc8b6,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1129900099,1121201004,S42CFAGREP,AVEDIA,267765.2337,239928.7391,262973.0848,252428.9428,258713.3969,247791.3794,253921.2481,251258.9431,241092.6766,247000.3078,238519.3083,270106.0170,f,f
b6df980a-b4d6-4775-b51d-9323d7f4edad,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1129900099,1121201006,S42CFAGREP,AVEDIA,261822.9144,234556.4167,257018.1451,246660.6698,252747.2391,242010.8930,247943.0826,247410.7513,258072.2814,264553.5212,253453.6057,259780.8896,f,f
0a3db181-f93f-4d6c-a629-98411ed1e0bc,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121201001,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260269.5981,f,f
bb112d1c-c3d4-44f1-a99b-c4eabf9746a4,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121101002,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,279919.6667,f,f
bd7d888b-5ef0-422e-b33e-c9ceb6883226,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1129900099,1121201002,S42CFAGREP,AVEDIA,258638.7386,231546.6642,253500.8563,243666.2058,0.0000,257559.0952,264023.2288,261371.7668,250887.6747,257129.4276,246268.9989,252356.7959,f,f
3c8c37fd-8a73-4748-8565-8f8d64ca0d24,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121201003,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,245064.0675,f,f
9529387e-37aa-4035-b8ab-b398132bcfc6,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121101004,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,288486.0000,f,f
487baec8-4f37-42ef-abc9-ef0df18a1754,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121101003,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,285571.4188,f,f
b07eba23-22f2-4d99-9d40-cbee9ac607ff,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1129900099,1121201007,S42CFAGREP,AVEDIA,242246.4000,217655.2000,0.0000,260560.8818,267108.8707,255906.9226,262299.7795,259628.0621,249184.5370,255353.3144,244530.5778,250544.2231,f,f
5e9efcd1-eb43-42be-99a8-6ba69e2b8fb8,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121201006,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,261822.9144,f,f
84e35e88-9a90-4fd6-9412-64d9e0a7e3be,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121201004,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,267765.2337,f,f
145688a3-6c42-4f6b-a1aa-ae6771ab14d0,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1129900099,1121101004,S42CFAGREP,AVEDIA,288486.0000,258813.3333,576000.6667,553190.0000,567258.6667,546610.0000,282658.0000,280715.3333,270720.0000,0.0000,0.0000,0.0000,f,f
0fc051a2-1fcb-4e9c-971e-15792f9be3ce,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121101001,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277134.7765,f,f
a076cc94-43e9-4e16-9ddf-6197215a8a75,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1129900099,1121201002,S42CFAGREP,AVEDIA,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,258638.7386,f,f
4f2fbee3-4191-4300-83bc-0fa3567784c5,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1129900099,1121101003,S42CFAGREP,AVEDIA,285571.4188,256401.7750,282175.3688,271840.5000,290428.6667,279180.0000,286057.6667,575029.3333,552720.0000,566287.3333,275420.0000,282172.3333,f,f
75403c73-c6ef-4e5c-a324-4a45c24e32c4,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1131800001,1131100001,S42CFADMPP,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,f,f
f8246787-f741-4e8b-b422-7e1671cac2b3,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1131800001,1131100001,S42CFADMPP,PORCENTAJE,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,f,f
e2735686-94af-4162-8ab0-c78fc513b8ee,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1131900001,1131100001,S42CFCLPP,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,f,f
ab22d5cc-f11f-4b46-9f15-e1d7ec949151,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1131900001,1131100001,S42CFCLPP,PORCENTAJE,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,f,f
c0fc60be-fd90-463f-a3e0-95b828d1fc40,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1132000099,1132000002,S42CFADABA,PORCENTAJE,0.7460,0.7350,0.7670,0.7630,0.7260,0.7280,0.7210,0.7410,0.7260,0.7460,0.7370,0.7360,f,f
896a39ce-5ba1-45a5-9f25-56bcfc882f09,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1132000099,1132000002,S42CFADABA,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7360,f,f
c6724263-e619-443f-9722-7b8371cf8b9e,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1132000099,1132000003,S42CFADABA,PORCENTAJE,0.2540,0.2650,0.2330,0.2370,0.2740,0.2720,0.2790,0.2590,0.2740,0.2540,0.2630,0.2640,f,f
73b97402-6586-43d7-9c52-f73bca7a74e3,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1132000099,1132000003,S42CFADABA,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2640,f,f
1e0c01a1-b795-466e-941a-3fb1da2108e1,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1133000001,1133000004,S42CFADPPH,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,212638.9500,f,f
660f7f0a-ad42-40a2-aeac-83f69794c117,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1133000001,1133000002,S42CFADPPH,QUINTAL,301238.5100,320462.8500,318678.4900,329754.0800,333584.3900,330037.5400,326030.6500,338856.6300,313633.1700,333249.0000,320551.9300,319348.4200,f,f
29a091b9-d4dc-4da7-b858-9c1ed39d0040,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1133000001,1133000004,S42CFADPPH,QUINTAL,212638.9500,226209.0700,224949.5200,232767.5800,235471.3300,232967.6700,230139.2800,239192.9200,221388.1200,235234.5900,226271.9500,225422.4100,f,f
c818b889-a8d7-4e5b-93ea-39ad1a6f7398,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1133000001,1133000002,S42CFADPPH,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,301238.5100,f,f
0784d57d-e2e7-4baf-8046-97cfb4d61c0a,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1133000001,1133000003,S42CFADPPH,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88599.5600,f,f
e693773d-0143-4bbc-909c-10fca576afee,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1133000001,1133000005,S42CFADPPH,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70879.6500,f,f
6286949e-d894-4e37-a0ae-04d518262ec5,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1133000001,1133000005,S42CFADPPH,QUINTAL,70879.6500,75403.0200,74983.1700,77589.1900,78490.4400,77655.8900,76713.0900,79730.9700,73796.0400,78411.5300,75423.9800,75140.8000,f,f
bc46e4d1-a3f4-426f-bd2e-01d6442a0aea,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1133000001,1133000003,S42CFADPPH,QUINTAL,88599.5600,94253.7800,93728.9700,96986.4900,98113.0500,97069.8600,95891.3700,99663.7200,92245.0500,98014.4100,94279.9800,93926.0100,f,f
a3a2c1a8-04ef-4e89-99a5-426f8997b891,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1121101004,S42CFEQPES,QUINTAL,66.6728,285.6191,311.0124,412.3496,0.0000,0.0000,0.0000,120.4943,387.3444,280.3420,0.0000,0.0000,f,f
08d8a998-3356-4fab-a77c-c926823aba34,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123101001,S42CFEQPES,QUINTAL,1058.1708,6957.6428,802.3199,6474.9039,4115.2923,3252.6947,7102.1105,2292.9657,4951.2229,7175.4332,1785.7750,5472.5641,f,f
d381e4e0-a3ad-46cb-830a-4708ed30c5ed,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1123101001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1058.1708,f,f
2f7c197c-73f6-4ae6-a6c3-1747795b5562,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123103001,S42CFEQPES,QUINTAL,458.9615,6280.9439,1291.2787,5506.6806,5098.8267,1898.8098,6513.4963,3169.5959,3672.2142,6675.7975,2083.1711,4652.4609,f,f
5cc02f38-0c7f-4105-bfed-fa3221b48ce8,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1121101001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
f182cffe-1850-4699-a28c-efe266521d7e,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123301001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
e2c4d560-63a9-4014-8226-760d09653b2d,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1121101003,S42CFEQPES,QUINTAL,0.0000,205.8478,491.0647,461.7005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
e508f71f-6f31-43ce-bee0-e3635f1f3227,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1123102001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2205.7064,f,f
4ee560c2-0224-4b86-ba27-5ec29ba377cc,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123102001,S42CFEQPES,QUINTAL,2205.7064,7088.8331,341.3791,6935.8292,2765.9585,4498.6875,7208.2164,1659.9351,5578.9572,6311.8522,2064.4062,6062.7999,f,f
47f1ab98-6e84-4ad0-8301-67f77deb8f8b,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1123301001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
651cf03a-9a8f-4e3f-8953-65ab5ca54681,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1121101003,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
d9e78866-9518-454d-8565-94721e6e5b62,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1123205001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,701.4543,f,f
d1d11d29-eb36-482c-84ba-63b4168119f6,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1123202001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3975.0242,f,f
0a45cd24-6535-450f-a7a9-0c6f9722ac12,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123305001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
0ebf215d-a1f6-4c58-8e4c-1eca9f51ca7c,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123202001,S42CFEQPES,QUINTAL,3975.0242,637.0663,3476.1062,1532.8601,2680.5542,4045.3810,904.4124,3208.6963,3094.1609,1611.6214,3528.3365,3022.8378,f,f
b13f4b78-c4f7-40d2-bbf9-589dd414b928,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1121101002,S42CFEQPES,QUINTAL,314.4316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136.1150,f,f
956765f8-b6e6-4ce5-b724-90801250e21a,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123104001,S42CFEQPES,QUINTAL,4594.5711,483.2815,4214.2449,1479.5364,3293.7666,4658.8066,818.4723,3878.9961,3071.5032,2077.5239,4254.8948,2920.2293,f,f
72d2c8f7-7511-4cfc-8403-eba6e61dedec,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1121101004,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.6728,f,f
da22c0ff-3882-463e-b9f2-4925780c2d15,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1121101001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
8c8dc26f-10f9-4201-8ae2-d47d732f6a6d,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1123305001,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
ddf50c78-6586-4dfc-b3bd-da845cfd61d2,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000001,1121101002,S42CFEQPES,QUINTAL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,314.4316,f,f
f1192bf3-88e3-4653-bf6d-429700e81cd3,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000001,1123205001,S42CFEQPES,QUINTAL,701.4543,4421.5784,1407.0996,3760.0716,4601.0134,803.5814,4865.2454,3207.2539,2053.3255,5017.6158,2002.4190,3166.3436,f,f
58e373f7-bf3f-477c-80fe-5e42faa95895,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1123301001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
7ffe6dec-2d8b-4417-977d-d36da38c4b11,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1121101001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,f,f
68f9be02-ad79-4633-ab6a-0488bbdb126c,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1121101003,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,f,f
802da6fe-d580-4b82-8a2f-e9721daa6eb5,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1123101001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
6dc5008f-09c2-405f-85b7-7ebf33ba0559,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1123104001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
6efbce17-89a2-4ca0-acaa-2cdd2c6a38b7,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1123308001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
dbd1e9b4-3395-4f7c-b917-baa1d891ffe1,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1121201002,S42CFMICRO,PORCENTAJE,0.0209,0.0209,0.0244,0.0209,0.0244,0.0209,0.0209,0.0244,0.0209,0.0209,0.0244,0.0209,f,f
6363f9ec-e706-42b0-a9b9-3bbae0835b57,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1131100001,S42CFMICRO,PORCENTAJE,0.3261,0.3261,0.3261,0.3261,0.3261,0.3261,0.3261,0.3261,0.3261,0.3261,0.3261,0.3261,f,f
cbc9f4ae-c3de-4003-8086-0e22548f1c12,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1133000001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1985,f,f
6c791622-d92c-46ff-b838-78a6522ba2e3,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1121201003,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,f,f
6fbb4d89-25e4-449c-834d-209d6740f4bb,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1123104001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,f,f
b6ce1334-5e3a-43dd-b1ab-271cfe884874,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1121201002,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,f,f
1dd3bdb3-4300-4888-ae26-3c7a2431ffa5,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1131100001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3261,f,f
3e46a781-5667-4f6d-ad47-9a545c4834d0,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1122101001,S42CFMICRO,PORCENTAJE,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,f,f
c88bc485-a501-41da-af6e-ed7afa834284,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1121201004,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,f,f
3372043d-db91-4ae7-b76f-b8e9f2469364,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1133000001,S42CFMICRO,PORCENTAJE,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,0.1985,f,f
65a3e845-c252-4912-8048-80208b0a3996,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1123313001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
ead6ec6c-affc-481a-9d1c-b1b1026a877d,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1123102001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,f,f
d8e037bb-7539-4e79-8d3f-b315ea9bcaf7,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1123307001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232,f,f
4127613a-8545-4215-a05f-4688507ac346,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1121201005,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,f,f
a04978d0-e937-451a-b6c0-a80bc3bf287a,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1123101001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,f,f
82c03e58-6026-4a93-822a-16ab08c56225,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1121201001,S42CFMICRO,PORCENTAJE,0.0209,0.0209,0.0244,0.0209,0.0244,0.0209,0.0209,0.0000,0.0209,0.0209,0.0244,0.0209,f,f
a677ef25-6c26-446e-af08-46925efb853a,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1140000005,S42CFMICRO,PORCENTAJE,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,f,f
6bcd4761-8054-4de0-9c57-794ac3a4f790,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2025,1,1140000003,1123301001,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0232,f,f
18e00d45-f932-46fb-8db4-de76045605ad,2025-07-22 22:48:53.465,NMATAMOROS,2025-07-30 21:21:41.089,DGOMEZADM,1000,2024,1,1140000003,1121101002,S42CFMICRO,PORCENTAJE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,f,f
